id,name,civilization_id,id_ruling_ethnicity,id_ruling_language,id_ruling_religion,government,territories,start_year,end_year,policies,note
muisca_confederation,Muisca Confederation,,mesoamerican_cluster,,indigenous_american_traditions,tribal_confederation,andes,600,1541,,Colombian highland chiefdoms
wari_empire,Wari Empire,,quechua,,indigenous_american_traditions,imperial_monarchy,andes,600,1000,,First Andean empire
harsha_empire,Harsha Empire,,indo_aryan_cluster,classical_sanskrit,buddhism,imperial_monarchy,ganges_plain,606,647,,"Last major Hindu-Buddhist empire of the Ganges plain before the Islamic conquests. Harsha personally wrote Sanskrit plays and patronised the scholar Xuanzang (the Chinese pilgrim whose journey inspired Journey to the West). His empire collapsed immediately after his death, leaving no successors."
tang_dynasty,Tang Dynasty,,han_chinese,middle_chinese,confucianism,chinese_imperial,yellow_river|yangtze,618,907,huichang_suppression,"Tang royal family had partial Xianbei ancestry but identified as Han; cosmopolitan — Buddhism, Taoism, Nestorian Christianity, and Islam all coexisted; Confucian exam system perfected"
tibetan_empire,Tibetan Empire,,tibetan,classical_tibetan,buddhism,imperial_monarchy,central_asian_steppe,618,842,,"Founded by Songtsen Gampo who unified the Tibetan plateau. Adopted Buddhism and created the Tibetan script. Trisong Detsen expanded the empire to its greatest extent — sacking the Tang capital Chang'an in 763 CE. One of the most powerful empires of 7th–9th century Asia. Collapsed after the assassination of Lang Darma (842), fragmenting Tibet for four centuries."
xueyantuo,Xueyantuo,,turkic_cluster,old_turkic_orkhon_runic,tengrism,khaganate,mongolian_plateau,628,646,,
rashidun_caliphate,Rashidun Caliphate,,semitic_cluster,classical_arabic,sunni,caliphate,arabia|levant|mesopotamia|egypt|iran_plateau,632,661,,
croatian_principality,Croatian Principality,,croatian,serbo_croatian,roman_catholicism,principality,balkans,641,925,,
khazar_khaganate,Khazar Khaganate,,turkic_cluster,old_turkic_orkhon_runic,rabbinic_judaism,khaganate,pontic_steppe|caucasus,650,969,,Ruling class converted to Judaism — a unique case; possibly a diplomatic choice to remain neutral between the Christian Byzantine and Muslim Abbasid spheres
umayyad_caliphate,Umayyad Caliphate,,semitic_cluster,classical_arabic,sunni,caliphate,levant|mesopotamia|egypt|iran_plateau|north_africa|iberia|transoxiana,661,750,,Aggressively Arab-supremacist; non-Arab Muslims (mawali) had second-class status — this fueled the Abbasid revolution
turk_shahis,Türk Shahis,,turkic_cluster,,buddhism,monarchy,khorasan|indus_valley,665,879,,
unified_silla,Unified Silla,,korean,old_korean,buddhism,absolute_monarchy,korean_peninsula,668,935,,"Silla allied with the Tang Dynasty to defeat Baekje and Goguryeo, then successfully expelled Tang forces to unify the peninsula south of the Taedong River."
zunbil_dynasty,Zunbil dynasty,,central_asian_steppe_bloc,,,monarchy,khorasan,680,870,,
first_bulgarian_empire,First Bulgarian Empire,,south_slavic,old_church_slavonic,eastern_orthodox,feudal_monarchy,balkans,681,1018,,"Founded by Bulgars (a Turkic/steppe people) who subjugated Slavic tribes south of the Danube; the ruling Bulgar class was rapidly absorbed by the Slavic majority. Christianised under Boris I (864) who chose Constantinople over Rome — defining Bulgaria as Orthodox. The Golden Age under Simeon I (893–927) saw Bulgaria become the dominant Balkan power, rivalling Byzantium. Destroyed by Byzantine Emperor Basil II 'the Bulgar-Slayer' at the Battle of Kleidion (1014); he blinded 15,000 prisoners."
second_turkic_khaganate,Second Türkic Khaganate,,turkic_cluster,old_turkic_orkhon_runic,tengrism,khaganate,mongolian_plateau|central_asian_steppe,682,744,,
republic_of_venice,Venice,,italian,italian,roman_catholicism,republic,italy|balkans,697,1797,,
balhae,Balhae (Bohai),,korean,old_korean,buddhism,absolute_monarchy,manchuria|korean_peninsula,698,926,,Founded by Dae Joyeong after the fall of Goguryeo. Controlled most of Manchuria and northern Korean peninsula. Known as the 'Flourishing Land in the East'. Destroyed by the Khitan Liao dynasty in 926. Claimed as a successor state to Goguryeo by Korean historiography; Chinese historiography treats it as a regional regime (Bohai).
turgesh_khaganate,Turgesh Khaganate,,turkic_cluster,old_turkic_orkhon_runic,tengrism,khaganate,central_asian_steppe|transoxiana,699,766,,
kanem_empire,Kanem Empire / Daju,,dinka,,sunni,monarchy,nubia,700,1380,,
nara_period,Nara Period,,yamato,old_japanese,buddhism,,,710,794,,
al_andalus,Al-Andalus,,semitic_cluster,classical_arabic,sunni,caliphate,iberia,711,1492,cordoba_caliphate,The Muslim-ruled territory of Iberia from the Umayyad conquest (711) to the fall of Granada (1492). At its peak (8th–10th centuries) Al-Andalus was the most sophisticated civilisation in Europe — Córdoba rivalled Constantinople and Baghdad. The Caliphate of Córdoba (929–1031) under Abd ar-Rahman III was the golden age. After 1031 it fragmented into taifa kingdoms; the Almoravid (1086) and Almohad (1147) Berber dynasties revived Muslim power but with more rigid Islamic orthodoxy. The Christian Reconquista progressively reduced Al-Andalus until only Granada remained (1238–1492). Concurrent with Christian kingdoms in the north throughout.
pratihara_dynasty,Pratihara Dynasty,,indo_aryan_cluster,classical_sanskrit,hinduism,imperial_monarchy,ganges_plain|punjab,730,1036,,The Gurjara-Pratiharas were the most powerful dynasty of early medieval North India. Nagabhata I repelled the Arab invasions of Sindh. Controlled Kannauj and dominated the Tripartite Struggle against the Rashtrakutas and Palas. Their collapse fragmented North India into Rajput kingdoms.
uyghur_khaganate,Uyghur Khaganate,,turkic_cluster,old_uyghur,manichaeism,khaganate,mongolian_plateau|central_asian_steppe,744,840,,One of history's few Manichaean states; adopted Manichaeism as state religion after 762 — a major civilizational break from Göktürk Tengriism
abbasid_caliphate,Abbasid Caliphate,,semitic_cluster,classical_arabic,sunni_hanafi,caliphate,mesopotamia|levant|iran_plateau|egypt,750,1258,,"Ruling dynasty remained Arab (Qurayshi lineage); Arabic as the language of religion and law. Persian bureaucrats (Barmakid viziers) dominated administration creating a Persianate court overlay — but the legitimacy anchor was Arab/Islamic, not Persian"
pala_empire,Pala Empire,,indo_aryan_cluster,pali,buddhism,feudal_monarchy,ganges_plain,750,1200,,The last great Buddhist empire of India; patrons of Nalanda and Vikramashila universities — the apex of Indian Buddhist scholarship. Their fall to the Ghurids (1203) and the subsequent destruction of Nalanda (1203) effectively ended institutional Buddhism in India.
rashtrakuta_dynasty,Rashtrakuta Dynasty,,dravidian_cluster,classical_sanskrit,hinduism,imperial_monarchy,deccan,753,982,,One of the most powerful Indian empires. The Kailasa temple at Ellora — carved from a single rock — is their greatest monument. Arab traveller Sulaiman called the Rashtrakuta king one of the four great kings of the world. Dominated the Tripartite Struggle for Kannauj.
muhallabid_governors,Muhallabid governors,,arab,classical_arabic,sunni,emirate,north_africa,771,793,,
rustamid_dynasty,Rustamid Dynasty,,persian,classical_arabic,ibadi_islam,imamate,north_africa,776,909,,"Ibadi Muslim dynasty in central Algeria (Tahert). One of the few Ibadi states in history. A haven of religious tolerance where Ibadi, Sunni, Shia, Christian, and Jewish communities coexisted. Destroyed by the Fatimid conquest."
idrisid_dynasty,Idrisid Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,emirate,north_africa,788,974,,"Founded by Idris I, a descendant of Ali ibn Abi Talib who fled the Abbasid massacre. The first Muslim dynasty of Morocco. Founded the city of Fez (808), which became one of the great centres of Islamic learning. Introduced Islam deeply into Berber North Africa."
heian_period,Heian Period,,yamato,old_japanese,buddhism,,,794,1185,,
aghlabid_dynasty,Aghlabid Dynasty,,arab,classical_arabic,sunni,emirate,north_africa,800,909,,"Abbasid governors who became de facto independent in Ifriqiya (Tunisia). Conquered Sicily (827–902), bringing Islam to southern Europe. Built the Great Mosque of Kairouan. Overthrown by the Fatimid Shia revolution."
mississippian_culture,Mississippian Culture,,mississippian,,indigenous_american_traditions,tribal_confederation,us_east|us_south|us_midwest,800,1600,,Cahokia-centered mound-building civilization
khmer_empire,Khmer Empire,,khmer,khmer,hinduism,divine_monarchy,,802,1431,,
samanid_empire,Samanid Empire,,persian,new_persian_farsi,sunni,absolute_monarchy,transoxiana|khorasan,819,999,,"The Samanids were the first Persian dynasty to rule independently after the Arab conquest — an Iranian Renaissance. Under their patronage, Bukhara became one of the Islamic world's great centres of learning. They championed New Persian (Dari) as a literary language: Rudaki wrote there, and Ferdowsi began his Shahnameh at their court. The Samanid bureaucratic model became the template for subsequent Persian and Turkic administrations. Destroyed by the Ghaznavids (east) and Qarakhanids (north)."
ziyadid_dynasty,Ziyadid Dynasty,,arab,classical_arabic,sunni,emirate,arabia,819,1018,,
tahirid_dynasty,Tahirid dynasty,,persian,classical_arabic,sunni,emirate,khorasan|iran_plateau,821,873,,
great_moravia,Great Moravia,,slavic_cluster,old_church_slavonic,roman_catholicism,principality,bohemia|hungary,833,907,,
kara_khanid_khanate,Kara-Khanid Khanate,,turkic_cluster,chagatai,sunni,khanate,transoxiana|central_asian_steppe,840,1212,,First major Turkic dynasty to convert to Islam (c.960). Conquered the Samanid Empire. Kashgari's Divan-i Lugat-it-Turk (1072–1074) — the first comprehensive dictionary of Turkic languages — was written under Kara-Khanid patronage. Yusuf Balasaguni's Kutadgu Bilig is another masterwork.
kingdom_of_scotland,Kingdom of Scotland,,scottish_gaelic,scottish_gaelic,catholic,feudal_monarchy,scotland,843,1707,,"Kenneth MacAlpin united the Picts and Gaels. Over centuries the court Normanised and Scots (a Germanic dialect) replaced Gaelic as the lowland tongue, while Gaelic persisted in the Highlands."
hindu_shahis,Hindu Shahis,,indo_aryan_cluster,,hinduism,monarchy,khorasan|punjab,850,1026,,
yadava_dynasty,Yadava Dynasty (Devagiri),,indo_aryan_cluster,classical_sanskrit,hinduism,monarchy,deccan,850,1317,,Major Deccan dynasty ruling from Devagiri (Daulatabad). Patrons of Marathi literature — the saint-poet Dnyaneshwar wrote under their rule. Conquered by Alauddin Khalji's Delhi Sultanate general Malik Kafur (1307–1317).
pechenegs,Pechenegs,,turkic_cluster,,tengrism,tribal_confederation,pontic_steppe|balkans,860,1091,,
saffarid_dynasty,Saffarid Dynasty,,persian,new_persian_farsi,sunni,emirate,khorasan|iran_plateau,861,1003,,"Founded by Ya'qub ibn al-Layth al-Saffar, a coppersmith (saffar) turned warlord from Sistan. First dynasty to use New Persian as court language instead of Arabic. Conquered Kabul and ended the Zunbil dynasty. Defeated by the Samanids but survived as vassals in Sistan."
tulunid_dynasty,Tulunid Dynasty,,turkic_cluster,classical_arabic,sunni,emirate,egypt|levant,868,905,,"First independent Muslim dynasty in Egypt. Founded by Ahmad ibn Tulun, a Turkic slave-soldier of the Abbasid caliphate. Built the Mosque of Ibn Tulun in Cairo — one of the oldest intact mosques in Egypt. Controlled Egypt and Syria."
kingdom_of_norway,Kingdom of Norway,,scandinavian,old_norse,germanic_paganism,feudal_monarchy,scandinavia,872,1380,,Harald Fairhair unified Norway c.872. Norway entered personal union with Denmark in 1380 after the Oldenburg succession; effectively under Danish rule until 1814.
kievan_rus,Kievan Rus,,east_slavic,old_church_slavonic,eastern_orthodox,principality,kievan_rus,882,1240,,Founded by Varangian (Norse) Rurikids who were rapidly absorbed into Slavic culture. Christianisation under Vladimir I in 988 tied Rus to Constantinople and Eastern Orthodoxy — the defining civilisational choice. Fragmented into competing principalities after Yaroslav's death; destroyed by the Mongol invasion 1237–1241.
bagratid_armenia,Bagratid Armenia,,caucasian_peoples,classical_armenian_grabar,armenian_apostolic,feudal_monarchy,caucasus,885,1064,,"Armenian and Georgian Bagratid dynasties rebuilt Christian statehood after the Arab conquest. The Armenian Bagratids (885-1045) and their Georgian branch created the 'Armenian Renaissance' with Ani as a capital that rivalled Constantinople. Ani fell to the Seljuk Turks in 1064, effectively ending Armenian political independence for centuries."
sajid_dynasty,Sajid dynasty,,arab,classical_arabic,sunni,emirate,caucasus|iran_plateau,889,929,,
hamdanid_emirate,Hamdanid Emirate,,arab,classical_arabic,shia,emirate,mesopotamia|levant,890,1004,,
hungarian_grand_principality,Hungarian Grand Principality,,magyar,hungarian,tengrism,principality,hungary,895,1000,,
kingdom_of_bohemia,Kingdom of Bohemia,,czech,czech,catholic,feudal_monarchy,bohemia,895,1526,,"Přemyslid dynasty (895–1306), then Luxembourg (1310–1437). Bohemia became the intellectual centre of the HRE under Charles IV. The Hussite movement (1419–1434) was the first successful proto-Protestant revolt in Europe, a century before Luther."
chimu_kingdom,Chimú Kingdom,,quechua,,indigenous_american_traditions,monarchy,andes,900,1470,,Coastal Andean kingdom conquered by Inca
postclassic_maya,"Postclassic Maya (Mayapan, K'iche')",,maya,mayan,,city_state,mesoamerica,900,1524,,Postclassic Maya kingdoms
toltec_empire,Toltec Empire,,aztec,classical_nahuatl,aztec_religion,imperial_monarchy,mesoamerica,900,1168,,Tula-based predecessor to Aztecs
zagwe_dynasty,Zagwe Dynasty,,cushitic_cluster,ge'ez_classical_ethiopic,ethiopian_tewahido_church,monarchy,nubia,900,1270,,"Ethiopian dynasty ruling from Roha (now Lalibela). King Lalibela commissioned the eleven rock-hewn churches of Lalibela — carved from solid volcanic rock, they are among the most remarkable architectural achievements in Africa. Overthrown by the Solomonic restoration."
five_dynasties,Five Dynasties (North China),,han_chinese,middle_chinese,chinese_folk_religion,,,907,960,,
later_liang,Later Liang / Northern Liang,,han_chinese,old_chinese,buddhism,chinese_imperial,yellow_river,907,923,,
liao_dynasty,Liao Dynasty (Khitan),,khitan,khitan,buddhism,imperial_monarchy,manchuria|yellow_river,907,1125,,"Dual administration: Khitan customs for nomads, Chinese Confucian system for Han subjects; Buddhism served as a bridge between nomadic and sedentary cultures"
ten_kingdoms,Ten Kingdoms (South China),,han_chinese,middle_chinese,neo_confucianism,,,907,979,,
fatimid_caliphate,Fatimid Caliphate,,semitic_cluster,classical_arabic,ismaili_shia,imamate,egypt|levant|north_africa,909,1171,,
goryeo,Goryeo Dynasty,,korean,middle_korean,buddhism,absolute_monarchy,korean_peninsula,918,1392,,"Founded by Wang Geon; successfully resisted multiple Mongol (Yuan) invasions, eventually becoming a vassal-son-in-law state of the Yuan. Known for the Tripitaka Koreana and Goryeo celadon."
croatian_kingdom,Croatian Kingdom,,croatian,serbo_croatian,roman_catholicism,monarchy,balkans,925,1102,,"Tomislav was the first Croatian king (925). The kingdom reached its peak under Petar Kresimir IV. After a succession crisis, Croatia entered a personal union with Hungary (1102) that lasted until 1918. The Pacta Conventa defined Croatian autonomy within the union."
kingdom_of_england,Kingdom of England,,english,middle_english,catholic,feudal_monarchy,britannia,927,1707,magna_carta|english_reformation,"Founded by Æthelstan; the Norman Conquest of 1066 replaced the Anglo-Saxon ruling class with a French-speaking Norman aristocracy, creating the distinctive Anglo-Norman culture. By 1300 English had re-emerged as the dominant tongue with heavy French vocabulary."
buyid_dynasty,Buyid Dynasty,,persian,new_persian_farsi,shia,monarchy,mesopotamia|iran_plateau,934,1062,,Daylamite (Iranian) dynasty that conquered Baghdad and reduced the Abbasid caliph to a figurehead. The first major Shia dynasty. Patronised Persian literature and science — the philosopher Avicenna served Buyid courts. Overthrown by the Seljuk Turks.
ikhshidid_dynasty,Ikhshidid Dynasty,,turkic_cluster,classical_arabic,sunni,emirate,egypt|levant,935,969,,Short-lived Turkic dynasty ruling Egypt and Syria. The regent Kafur (an Ethiopian eunuch) was the effective ruler and one of the most powerful Black rulers in medieval Islamic history. Overthrown by the Fatimid invasion from North Africa.
kingdom_of_denmark,Kingdom of Denmark,,scandinavian,old_norse,catholic,feudal_monarchy,scandinavia,936,,,The dominant Scandinavian power through the Middle Ages; ruled England 1013–1042 (Cnut); lost Sweden definitively in 1658; retains Greenland and Faroe Islands.
later_jin,Later Jin,,han_chinese,old_chinese,buddhism,chinese_imperial,yellow_river,936,947,,
later_han,Later Han,,han_chinese,old_chinese,buddhism,chinese_imperial,yellow_river,947,951,,
northern_song,Northern Song Dynasty,,han_chinese,middle_chinese,neo_confucianism,,,960,1127,,
holy_roman_empire,Holy Roman Empire,,german,latin,catholic,elective_monarchy,germany|bohemia|italy,962,1806,golden_bull_1356|peace_of_westphalia,"Neither holy, Roman, nor an empire — Voltaire. A decentralized confederation of German princes, bishops, and city-states under an elected emperor. German princes systematically resisted centralisation; the Peace of Westphalia (1648) effectively made the HRE a loose alliance of sovereign states."
kingdom_of_poland,Kingdom of Poland,,polish,latin,catholic,feudal_monarchy,poland,966,1569,,"Piast dynasty (966–1370), then Jagiellonian (1386–1569). Mieszko I's baptism in 966 is the founding moment of the Polish state. The Union of Lublin (1569) transformed the Polish-Lithuanian personal union into a real Commonwealth."
kingdom_of_sweden,Kingdom of Sweden,,scandinavian,old_norse,catholic,feudal_monarchy,scandinavia,970,,,"Broke from the Kalmar Union in 1523 under Gustav Vasa; became a major European Great Power in the 17th century (Swedish Empire, Stormaktstiden); lost Finland to Russia in 1809."
zirid_dynasty,Zirid Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,emirate,north_africa,972,1148,,"Sanhaja Berber dynasty ruling Ifriqiya as Fatimid vassals, then independently. Their break from the Fatimids provoked the devastating Banu Hilal Arab invasion (1057) — one of the most destructive events in North African history, turning agricultural land to pasture."
western_chalukya,Western Chalukya Empire,,dravidian_cluster,classical_sanskrit,hinduism,imperial_monarchy,deccan,973,1189,,"Revived Chalukya dynasty (Kalyani Chalukyas). Dominated the Deccan for two centuries. Constant warfare with the Cholas to the south. Their collapse fragmented the Deccan into the Hoysala, Kakatiya, and Yadava kingdoms."
ghaznavid_empire,Ghaznavid Empire,,turkic_cluster,new_persian_farsi,sunni,sultanate,khorasan|transoxiana|indus_valley|punjab,977,1186,,"Founded by Sebüktigin, a Turkish slave-soldier (ghulam) who rose to govern Ghazni (modern Afghanistan) under the Samanids. His son Mahmud of Ghazni (998–1030) transformed it into a great empire, launching 17 raids into the Indian subcontinent — breaking the Hindu Shahi kingdoms and establishing Islam in the Punjab. The Ghaznavids were patrons of Persian language and literature (the Shahnameh was written for Mahmud). Destroyed by the Ghurids."
kingdom_of_france,Kingdom of France,,french,french,catholic,absolute_monarchy,gaul,987,1792,edict_of_nantes,"Capetian (987–1328), Valois (1328–1589), Bourbon (1589–1792) — three dynasties but one continuous institution. The most powerful western European monarchy of the High and Late Middle Ages. Absolute monarchy reached its apogee under Louis XIV."
hungary,Hungary,,magyar,hungarian,roman_catholicism,monarchy,hungary|balkans,1000,1946,,
kingdom_of_hungary,Kingdom of Hungary,,magyar,latin,catholic,feudal_monarchy,hungary,1000,1526,,"Founded by Stephen I who received a crown from Pope Sylvester II. Medieval Hungary was one of the largest European kingdoms, stretching from the Adriatic to Transylvania. The Battle of Mohács (1526) ended the medieval kingdom; Hungary was split between Ottoman and Habsburg rule."
hoysala_dynasty,Hoysala Empire,,dravidian_cluster,classical_sanskrit,hinduism,monarchy,deccan,1006,1346,,South Indian dynasty based at Halebidu. Famous for exquisitely ornate temples at Belur and Halebidu. Defeated by the Delhi Sultanate's Malik Kafur expedition (1311). Remnants absorbed into the Vijayanagara Empire.
seljuk_empire,Seljuk Empire,,turkic_cluster,new_persian_farsi,sunni_hanafi,sultanate,transoxiana|iran_plateau|mesopotamia|khorasan,1037,1194,,"Oghuz Turkic rulers adopted Persian as court language; patronized Persian scholars — Omar Khayyam, al-Ghazali, Nizam al-Mulk all flourished under Seljuk rule"
western_xia,Western Xia (Tangut Empire),,central_asian_steppe_bloc,tangut,buddhism,imperial_monarchy,central_asian_steppe,1038,1227,,Tangut empire in northwestern China. Controlled the Hexi Corridor and Silk Road trade. Developed a unique script modelled on Chinese characters. Resisted both the Song and Liao dynasties. Utterly destroyed by Genghis Khan's final campaign (1227) — the Mongols annihilated the Tangut state so thoroughly that it nearly vanished from historical memory.
almoravid_dynasty,Almoravid Dynasty,,berber_amazigh_cluster,classical_arabic,sunni,theocracy,north_africa|iberia,1040,1147,,"Saharan Berber dynasty founded on strict Maliki Islamic reform. Yusuf ibn Tashfin defeated Alfonso VI at the Battle of Sagrajas (1086) and halted the Reconquista. Founded Marrakesh as capital. Controlled Morocco, western Algeria, and Muslim Spain (al-Andalus)."
sulayhid_dynasty,Sulayhid Dynasty,,arab,classical_arabic,ismaili_shia,monarchy,arabia,1047,1138,,
sena_dynasty,Sena Dynasty,,indo_aryan_cluster,classical_sanskrit,hinduism,monarchy,ganges_plain,1070,1230,,Last major Hindu dynasty of Bengal. Patronised Sanskrit literature and codified Hindu caste law (Dayabhaga system). Lakshmana Sena's court included the great poet Jayadeva (Gita Govinda). Collapsed under Bakhtiyar Khalji's Muslim invasion (1203–1204).
seljuk_rum,Sultanate of Rum,,turkic_cluster,new_persian_farsi,sunni_hanafi,sultanate,anatolia,1077,1307,,Rumi composed his poetry in Persian at this court in Konya
gajapati_dynasty,Gajapati Dynasty (Odisha),,indo_aryan_cluster,classical_sanskrit,hinduism,monarchy,ganges_plain,1078,1541,,Eastern Indian dynasty ruling from Cuttack. Kapilendra Deva expanded the kingdom to its greatest extent. Patrons of the Jagannath temple at Puri. The title 'Gajapati' (Lord of Elephants) was one of the four traditional Indian royal titles.
kakatiya_dynasty,Kakatiya Dynasty,,dravidian_cluster,telugu,hinduism,monarchy,deccan,1083,1323,,Telugu dynasty ruling from Warangal (Orugallu). Built the Warangal Fort and the Thousand Pillar Temple. Rudrama Devi was one of the few female rulers in Indian history. Conquered by the Delhi Sultanate under Ulugh Khan (1323).
kingdom_of_jerusalem,Kingdom of Jerusalem,,french,french,roman_catholicism,feudal_monarchy,levant,1099,1291,,"Crusader state founded after the First Crusade's capture of Jerusalem (1099). Godfrey of Bouillon was the first ruler. The kingdom was a feudal patchwork dependent on Italian maritime republics. Lost Jerusalem to Saladin (1187); briefly recovered it by treaty (1229–1244). The last stronghold, Acre, fell in 1291."
jin_dynasty,Jin Dynasty,,jurchen,jurchen,buddhism,chinese_imperial,yellow_river|manchuria,1115,1234,,
jin_jurchen,Jin Dynasty (Jurchen),,jurchen,jurchen,buddhism,imperial_monarchy,manchuria|yellow_river,1115,1234,,Jurchen rulers resisted Sinicization; maintained Jurchen script and shamanistic traditions alongside Buddhism; used a dual admin system similar to Liao
almohad_caliphate,Almohad Caliphate,,berber_amazigh_cluster,classical_arabic,sunni,caliphate,north_africa|iberia,1121,1269,,Founded by Ibn Tumart's Masmuda Berber religious movement proclaiming Almohad (monotheist) theology. Defeated the Almoravids. At its peak ruled from Iberia to Libya — the largest Berber empire in history. Defeated at Las Navas de Tolosa (1212) which broke Almohad power in Iberia.
qara_khitai,Qara Khitai (Western Liao),,khitan,classical_chinese_literary,buddhism,imperial_monarchy,central_asian_steppe|transoxiana,1124,1218,,Empire founded by Khitan refugees from the Jurchen conquest of the Liao dynasty. Yelu Dashi defeated the Seljuk Sultan Sanjar at the Battle of Qatwan (1141) — reverberating through Christendom as the legend of Prester John. Conquered by the Mongols (Kuchlug and then Genghis Khan).
western_liao,Western Liao,,khitan,,buddhism,chinese_imperial,central_asian_steppe|transoxiana,1124,1218,,
southern_song,Southern Song Dynasty,,han_chinese,middle_chinese,neo_confucianism,,,1127,1279,,
zangid_atabegate,Zangid Atabegate,,turkic_cluster,classical_arabic,sunni,emirate,mesopotamia|levant,1127,1250,,Turkic dynasty founded by Imad ad-Din Zengi. His son Nur ad-Din unified Muslim Syria and launched the counter-crusade. Nur ad-Din's general Saladin eventually founded the Ayyubid dynasty. The Zangids initiated the ideological framework for reconquering Crusader states.
novgorod_republic,Novgorod Republic,,east_slavic,old_east_slavic,eastern_orthodox,oligarchy,kievan_rus,1136,1478,,One of the most important medieval Russian polities. Governed by a popular assembly (veche) and elected posadniks. A major trading partner of the Hanseatic League. Survived the Mongol invasion by paying tribute without being sacked. Annexed by Ivan III of Moscow in 1478.
banu_ghaniya,Banu Ghaniya,,berber_amazigh_cluster,classical_arabic,sunni,emirate,north_africa,1148,1237,,
ghorid_dynasty,Ghorid Sultanate,,pashtun,new_persian_farsi,sunni,sultanate,khorasan|punjab|ganges_plain,1148,1215,,Afghan dynasty from Ghor (central Afghanistan). Muhammad of Ghor defeated the Rajput confederacy at the Second Battle of Tarain (1192) and established Muslim rule over the Ganges plain. His general Qutb ud-Din Aibak founded the Delhi Sultanate. The Ghorids destroyed the last Buddhist monasteries at Nalanda and Vikramashila.
angevin_empire,Angevin Empire,,french,french,catholic,feudal_monarchy,aquitaine|gaul,1154,1204,,"The Plantagenet dynasty empire under Henry II (who married Eleanor of Aquitaine), controlling Normandy, Anjou, Maine, Touraine, Poitou, and Aquitaine across the Channel plus England. A cross-Channel feudal aggregate rather than a unified state — conflict with the French crown over the vassal relationship was constant. John's loss of Normandy and Angevin lands in France (1202–1204) ended the continental empire; England persisted as the Plantagenet realm."
crown_of_aragon,Crown of Aragon,,catalan,catalan,roman_catholicism,feudal_monarchy,iberia|italy,1164,1716,,
ayyubid_sultanate,Ayyubid Sultanate,,kurdish,classical_arabic,sunni_shafi,sultanate,egypt|levant,1171,1260,,Saladin was Kurdish but the court operated fully in Arabic-Islamic culture
feudal_japan,Feudal Japan,,yamato,middle_japanese,shinto_buddhism,feudal_monarchy,japanese_archipelago,1185,1603,,"The Kamakura, Muromachi, and Sengoku periods. Decentralized feudal system with competing daimyo (lords) and regional warlords. Ends with the unification by Oda Nobunaga and Toyotomi Hideyoshi, preparing ground for Tokugawa shogunate."
second_bulgarian_empire,Second Bulgarian Empire,,south_slavic,old_church_slavonic,eastern_orthodox,monarchy,balkans,1185,1396,,Restored Bulgarian state after the Asen brothers' rebellion against Byzantium. Tsar Kaloyan defeated the Latin Emperor Baldwin I at Adrianople (1205). Ivan Asen II (r.1218–1241) dominated the Balkans. Fragmented in the 14th century and conquered by the Ottomans.
serbian_empire,Serbian Empire (Nemanjić Dynasty),,south_slavic,old_church_slavonic,eastern_orthodox,feudal_monarchy,balkans,1190,1389,,"Stefan Nemanja founded the medieval Serbian state (1168). His son Sava established the Serbian Orthodox Church (1219) — the key institution of Serbian national identity. Stefan Dušan (1331–1355) expanded Serbia to its greatest extent (Macedonia, Albania, Greece) and crowned himself Emperor of the Serbs and Greeks. The empire collapsed after his death; the Battle of Kosovo (1389) against the Ottomans ended Serbian independence for five centuries."
galicia_volhynia,Principality of Galicia-Volhynia,,east_slavic,old_east_slavic,eastern_orthodox,principality,kievan_rus,1199,1349,,Major western Rus' principality. Daniel of Galicia received a royal crown from the Pope (1253). A culturally sophisticated state that maintained contacts with both Latin Christendom and the Mongol Golden Horde. Partitioned between Poland and Lithuania after the last Rurikid ruler died.
carib_peoples,Carib Peoples,,caribbean_indigenous,,indigenous_american_traditions,tribal_confederation,caribbean,1200,1600,,Lesser Antilles and coastal South America
khwarazmian_empire,Khwarazmian Empire,,turkic_cluster,new_persian_farsi,sunni,absolute_monarchy,transoxiana,1200,1220,,"Shah Ala ad-Din Muhammad II rapidly built a vast empire covering Persia and Central Asia — briefly the most powerful state in the Islamic world. His catastrophic decision to execute Genghis Khan's trade envoys (1218) provoked the Mongol invasion. Within three years his empire was destroyed, millions killed, and the cities of Central Asia — Samarkand, Bukhara, Merv, Nishapur — were annihilated. The Khwarazmian destruction was one of the worst demographic catastrophes in history."
taino,Taíno,,caribbean_indigenous,,indigenous_american_traditions,tribal_confederation,caribbean,1200,1524,,Arawak peoples of the Caribbean
latin_empire,Latin Empire,,french,french,roman_catholicism,feudal_monarchy,balkans|anatolia,1204,1261,,"Crusader state established after the Fourth Crusade's sack of Constantinople (1204). A catastrophic blow to Byzantine civilization. Baldwin of Flanders was the first Latin Emperor. Constantly under pressure from the Byzantine successor states (Nicaea, Epirus, Trebizond). Recaptured by Michael VIII Palaiologos of Nicaea in 1261."
despotate_of_epirus,Despotate of Epirus,,ancient_greek,byzantine_greek,eastern_orthodox,monarchy,balkans,1205,1479,,
delhi_sultanate,Delhi Sultanate,,turkic_cluster,new_persian_farsi,sunni_hanafi,sultanate,indus_valley|punjab|ganges_plain,1206,1526,,Established the Persianate Islamic cultural layer in India; Persian as court language; laid the groundwork for the Hindu-Muslim civilizational divide that defines the subcontinent to this day
